ID,LogP,MolLogP,qed,PEOE_VSA6,TPSA,FP_754,EState_VSA5,MolWt,SlogP_VSA7,fr_Al_COO,BertzCT,BalabanJ,FpDensityMorgan1,Ipc,Kappa3,SMR_VSA1,PEOE_VSA1,PEOE_VSA7,NumHeteroatoms,AvgIpc,EState_VSA4,VSA_EState2,FP_514,FP_626,SlogP_VSA3,FP_735,SlogP_VSA2,SMR_VSA7,PEOE_VSA2,PEOE_VSA12,SMR_VSA5,FP_820,VSA_EState3,EState_VSA8,SMR_VSA10,FP_484,SlogP_VSA5,SlogP_VSA8,EState_VSA1,VSA_EState8,EState_VSA10,FP_592,VSA_EState7,FP_160,MinEStateIndex,EState_VSA3,NHOHCount,FP_414,FP_347,FP_1017,SlogP_VSA1,FP_28,FP_151,FractionCSP3,VSA_EState5,FP_541,FP_161,fr_unbrch_alkane,EState_VSA7,FP_168,SMR_VSA3,SMR_VSA4,FP_786,FP_21,FP_563
10,2.793,0.7822381416929973,-1.0605401203107527,0.7709521585646157,0.6914387137940111,0.0,-0.7039905922682501,1.1466215025203323,0.0,0.0,1.1503061801080394,-1.5108294144166876,-0.9002250562640669,1.6592204583216343,1.389178040418468,0.3120266123919317,1.1267051794854093,1.0161858065027916,0.75,1.4480014555477485,0.7925088632435446,0.1377497342361284,0.0,0.0,0.5624613118318661,0.0,0.7540993853827173,1.4468498387905904,0.0,0.0,0.6646463745510468,0.0,0.3937140694668971,0.0309453306769194,0.7157164250183097,0.0,0.6793645306538003,2.4173966634693644,0.1939417251332137,-0.0058218472090941,1.2321731331475858,0.6931471805599453,1.0543898663270832,0.0,0.0,0.1995649515563249,0.6309297535714575,0.0,0.0,0.0,0.2379709765100354,0.0,0.0,0.3594202898550723,1.4871915518270489,0.6931471805599453,0.0,1.3862943611198906,0.4805044719375308,0.0,0.271373495998149,0.0,0.0,0.6931471805599453,0.0
11,4.047,0.2708833850230784,0.075373575103418,-0.2785623365821442,-0.8700361472002521,0.0,-0.7039905922682501,-0.5283183757531905,1.795524591208979,0.0,-0.044593648200736,0.4588281464433079,0.3000750187546885,-0.4356395765696679,-0.99185828403226,-2.3301352854049933,-2.477685295832028,0.3742710703425772,-0.5,-0.5315284411126349,0.3835286744321257,-1.6793198761408703,0.0,0.0,-0.7020097358068862,0.0,-0.5892034185875822,0.203901260418566,-0.7414007471613159,0.0,-0.3891949238548028,0.0,0.2571110367013903,0.0276681209134679,0.4596258680312703,0.0,-0.5480391937323063,2.4767841625272817,-0.7382844369857693,0.0659687121017466,-1.9357444506813328,0.0,0.4329025317908571,0.0,15.597397680398696,-0.7196037394951063,-0.6309297535714575,0.0,0.0,0.0,-0.7671221050738479,0.0,0.0,-0.5037037037037037,0.0,0.0,0.0,0.0,0.3693976448905083,0.0,0.2675353600058371,0.0,0.0,0.0,0.0
12,6.307,0.7676291151589275,1.363824121999237,0.5405194553932703,-0.200429645869001,0.0,0.3083848643285012,0.3911196079749446,0.0,0.0,0.5324599965147133,-0.338225169535215,-1.1882970742685677,0.3429531054189246,0.1335582202337879,0.7481107518857282,-2.477685295832028,0.0820028692610601,0.5,0.0521504463333453,0.1698914831804627,-1.6793198761408703,0.0,0.0,0.2569610119345312,0.0,-0.3075468965327432,1.066115300550305,-0.0053089018754438,0.0,-0.5182341422463655,0.0,-0.8459018953004354,-0.8335664551971209,0.1872360513981343,0.0,-1.866884820423462,2.495426371592682,0.3591399065137309,-0.6266015455702068,1.3994797299157398,0.0,-0.3608607122798452,0.0,0.0,-0.7196037394951063,0.0,0.0,0.0,0.0,-0.0411509843471149,0.0,0.0,-0.5948717948717949,0.0,0.0,0.0,0.0,0.4256999134536518,0.0,-0.7411078648673044,0.0,0.0,0.0,0.0
14,5.015,0.394831996194858,-0.4202724925137577,-0.2785623365821442,0.3249946267337994,0.0,0.3338813262969876,0.1564384145792738,1.795524591208979,0.0,0.3393016913635081,-0.3767938144359917,-0.1650412603150787,0.1744360120692475,-0.0343505781351329,0.3849716724249203,1.139966792308819,0.5556470411876123,0.0,-0.0769025052130679,-0.6933137764891898,0.027038524654143,0.0,0.0,-0.7020097358068862,0.0,-0.5151939609108764,0.9981303839758888,-0.7414007471613159,0.0,-1.7465153364995465,0.0,0.2786957100338788,-0.8335664551971209,0.484832368835301,0.0,-0.163635895046591,0.0,0.0212369709188402,-0.6266015455702068,0.6199812209194924,0.0,-0.3608607122798452,0.0,0.0,0.3071861349270162,0.6309297535714575,0.0,0.0,0.0,0.2482853144117141,0.0,0.0,-0.7999999999999999,0.0,0.0,0.0,0.0,-0.6409358519606783,0.0,-0.7411078648673044,0.0,0.0,0.0,0.0
15,5.184,0.7421967898969607,-1.1922848460627278,0.4982029617096126,-0.1160005581835984,0.0,0.1904339589754597,0.3963940330949718,0.0,0.0,-0.1545068829334996,0.3573621752016258,0.5907726931732935,-0.0614901221519921,0.3469517934421129,0.0377542422328977,-0.1255599841830284,0.5568444082686235,0.0,-0.0979415771040854,0.299645950162032,0.0317940294494279,0.0,0.0,-0.7020097358068862,0.0,0.1070279095588201,0.1739938490137959,0.0,0.9968500520212348,0.0,0.0,0.3498632618695754,0.26983347306513,0.8745476149283244,0.0,0.3809903427232308,0.0,-0.7382844369857693,0.0686338200594033,-0.056105847149231,0.0,0.1570480973873323,0.0,0.0,-0.0440794723602309,0.0,0.0,0.0,0.0,-0.7671221050738479,0.0,0.0,-0.0727272727272727,1.3453175719465968,0.0,0.0,0.0,0.0,0.0,-0.7411078648673044,1.0,0.0,0.0,0.0
16,4.837,0.7697161189495092,0.4354797300350114,-0.2512172682602422,-0.5953656655867225,0.0,0.2004952529460121,0.687137136100348,0.0,0.0,0.6119624414310758,-1.304580760776629,-0.5228230134456698,1.154377279638263,0.6730762410260821,0.3386864102324715,0.5683320880388407,0.8813799042405185,0.0,0.5956757102656015,0.6706852496984024,0.2522617139790095,0.0,0.0,-0.7020097358068862,0.0,0.9063430609446096,1.2997122722027452,0.2585992528386841,0.0,-0.0234032085203368,0.0,-0.8459018953004354,0.1737097650416593,-0.046468925757582,0.6931471805599453,0.3665725729167821,0.0,-0.7382844369857693,0.4794988692671547,0.547285789808293,0.0,0.3040234692249259,0.0,0.0,0.2008600032150765,-0.6309297535714575,0.0,0.0,0.0,0.2168780867862818,0.0,0.0,0.2158730158730157,1.6556186868366418,0.0,0.0,0.0,0.2740415965554827,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.614,-1.7387168324135938,-0.4905262971981768,-1.9547119248343097,0.8063609014191828,0.0,0.0230320501263344,-0.5727909832547547,0.0,0.6931471805599453,-0.9900039086994952,1.990250643826264,0.7651912978244564,-0.6673638079647572,0.5626115766209271,0.6518164216877105,1.1842667570651009,-3.407675507909264,0.25,-0.9554345284308088,-0.6933137764891898,0.6437509506713113,0.0,0.0,0.3901344384468281,0.0,0.37428111875122,-1.333777846507622,0.4120255737270951,1.3280706184036437,0.2304956751183423,0.0,0.2900717581357633,-0.176427232858389,0.2806151220557315,0.0,0.0,0.0,0.608188494286015,-0.1347982690156183,0.9884832997934564,0.0,-0.3608607122798452,0.0,0.0,-0.7196037394951063,0.8340437671464698,0.0,0.0,0.6931471805599453,0.2688122567935495,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,-0.6409358519606783,0.0,0.0285071074015934,1.0493784257484704,0.0,0.0,0.0
18,7.579,0.7330916291734016,0.7788710842097879,-0.6612040665089598,0.0754385034094296,0.0,-0.7039905922682501,0.8109090591515502,0.0,0.0,0.8251953271587843,-0.6147427651454472,-0.216720846878387,1.1222287777058977,0.4432639651866557,0.7956270923583233,1.0564626844171048,0.6005458830132445,1.0,0.4419091609397043,-0.0424690753680142,0.4426474924227094,0.0,0.0,0.2879809371018891,0.0,0.9659366151507917,-0.0553522183984982,-0.7414007471613159,1.0,0.4373598319687822,0.0,-0.6300361198532326,0.0202880642925703,0.4700944600219904,0.6931471805599453,0.3858680331293183,2.4767841625272817,0.415510362569305,0.6936651591655607,1.2124392146527174,0.0,-0.3608607122798452,0.0,0.0,0.6361354469212815,-0.6309297535714575,0.0,0.0,0.0,-0.0284147697581902,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4130973416634569,0.0,0.0,0.0,0.0
19,8.681,2.2263476948315097,-0.3396205530761731,0.8074666495268755,-4.758791965161477,0.0,-0.7039905922682501,0.5322727243611957,3.262439653362305,0.0,0.3309088760580331,0.1712050645781067,-1.9434270332288963,0.0391085209011887,0.0151213736361823,-2.3301352854049933,-2.477685295832028,0.1264604283838731,0.0,-0.2114731072400785,0.1698914831804627,-1.6793198761408703,0.0,0.0,-0.7020097358068862,0.0,-2.956319261488539,1.1033769452445257,-0.7414007471613159,0.0,-1.7465153364995465,0.0,-0.2744773192941442,-0.8335664551971209,1.194628294831275,0.0,-1.866884820423462,2.495426371592682,-0.7382844369857693,-0.6266015455702068,-1.9357444506813328,0.0,-0.3608607122798452,0.0,9.685151829191572,0.4517157950530376,-0.6309297535714575,0.0,0.0,0.0,-0.7671221050738479,0.0,0.0,-0.7999999999999999,0.0,0.0,0.0,0.0,-0.6409358519606783,0.0,-0.7411078648673044,0.0,0.0,0.0,0.0
20,2.678,0.0146090265340691,0.1489375961736697,0.1816379141746284,-0.8594828970103445,0.0,0.4380298356418876,-0.5818599846140977,0.0,0.0,-0.3525624166415737,-0.4569773459721503,-0.2008194356281388,-0.2142441949504449,-1.1376994347159184,-2.3301352854049933,-0.0206881173758566,0.7141095212681621,-1.0,0.1307318852505897,-0.0242751524450278,-1.6793198761408703,0.0,0.0,0.0988431527112548,0.0,-1.043688187487477,0.221938344818161,-0.7414007471613159,0.0,0.5306918924396494,0.0,-0.8459018953004354,0.3177888773256972,-2.061443426655168,0.0,0.5375900670397463,0.0,-0.7382844369857693,-0.6266015455702068,-1.9357444506813328,0.0,0.8862889344030122,0.0,10.318510918542026,0.2001811799545048,0.3690702464285425,0.0,0.0,0.0,0.0265981500378557,0.0,0.0,0.5333333333333333,2.8322808249944136,0.0,0.0,0.0,-0.6409358519606783,0.0,-0.7411078648673044,1.396395266575386,0.0,0.0,0.0
21,1.687,-0.4922416847459433,0.2551424523495316,-0.2512172682602422,0.0548042146928339,0.0,0.2004952529460121,-0.8099516731176118,0.0,0.6931471805599453,-0.6159588684763084,0.3539467273913504,0.6383414035327017,-0.6513066581903014,-0.2484138274372884,0.4080416382271438,0.6363063499271144,-0.2030691853029546,-0.5,-0.9245645042305978,-0.6933137764891898,-0.0611967573898291,0.0,0.0,0.2979902641931137,0.0,-0.1696067244663638,-0.0226101626096354,0.0,0.0,-0.4321947837746588,0.0,0.5110858803637031,-0.8335664551971209,-0.511098279098643,0.0,-0.5480391937323063,0.0,0.0212369709188402,-0.6266015455702068,-0.056105847149231,0.0,-0.3608607122798452,0.0,0.0,-0.0440794723602309,0.3690702464285425,0.0,0.0,0.0,-0.7671221050738479,0.0,0.0,-0.4666666666666666,0.0,0.0,0.0,0.0,-0.6409358519606783,0.0,-0.7411078648673044,0.0,0.0,0.0,0.0
22,4.379,0.146478545115683,-0.9874812850335634,0.0,-0.0492739346787399,0.0,0.3338813262969876,0.1736256542418643,0.0,0.0,0.0875691733032845,0.7559601096250609,-0.3363998894460456,0.235187977357935,0.5444137873941817,0.8264099545458554,0.5484308996842263,0.1987123943023567,0.0,0.0355821361633482,-0.016457997689196,0.4583430611806812,0.0,0.0,0.4962459333416938,0.0,0.242005561129569,0.4780659146025576,-0.7414007471613159,0.0,0.0225966727752204,0.0,-0.8459018953004354,-0.8335664551971209,0.2903739720007688,0.0,0.247224172396887,1.9567116178471875,0.4085210001864297,0.3186239595024216,0.9600029306958516,0.0,0.2358133000980408,0.0,0.0,-0.7196037394951063,-0.6309297535714575,0.0,0.0,0.0,-0.7671221050738479,0.0,0.0,-0.0380952380952381,0.0,0.0,0.0,0.0,-0.6409358519606783,0.0,-0.7411078648673044,0.0,0.0,0.0,0.0
23,7.036,0.3761945669952486,-0.7455620634845096,-0.1928293483430721,0.6565993790174469,0.0,0.5203490742872949,0.9741365466621158,0.0,0.0,0.8325310712559926,-0.6500488689489989,-0.0527718136430661,1.4037233142638952,0.4146114053688244,0.8448833784975185,-0.227087897481255,0.5921746434208933,1.0,1.3059259502392349,0.6379478121778096,1.0349943411730411,0.0,0.0,0.6318215622106801,0.0,1.0804132592895652,-0.6302996928022829,0.530894902024674,1.3280706184036437,0.6811252097585286,0.0,-0.6718816058255437,0.0785788107848246,1.0192038704897175,0.0,0.8537125132689501,0.0,0.6017043171430922,0.4089845322678747,1.2787313232327135,0.0,1.0517630361307948,0.0,0.0,0.3076569002809362,-0.6309297535714575,0.0,0.0,0.0,-0.7671221050738479,0.0,0.0,0.6666666666666669,0.0,0.0,0.0,0.0,-0.6409358519606783,0.0,0.2524417176633942,1.5851288923159548,0.0,0.0,0.0
24,2.568,-0.1062915884040244,-0.8319722487563437,-1.9547119248343097,-0.2728127174945424,0.0,0.2436003197175195,-0.5326012345533876,0.0,0.0,-0.37931170268483,0.3764803258920985,-0.4154884875064924,-0.4331024285028366,-0.0439830037493748,0.3650726266685442,-0.227087897481255,0.3915038762936089,-0.5,-0.5837446165992073,-0.6933137764891898,0.4035981971278435,0.0,0.0,0.0,0.0,-0.4617649687170039,-0.0226101626096354,0.2544207600506229,0.0,0.0225966727752204,0.0,-0.8459018953004354,-0.8335664551971209,-0.0286180262415617,0.0,0.3951175212246019,0.0,-0.7382844369857693,0.2198595321071214,0.5889151943888842,0.0,-0.3608607122798452,0.0,0.0,0.1818003598170006,-0.6309297535714575,0.0,0.0,0.6931471805599453,-0.0400782334585198,0.0,0.0,-0.2666666666666666,0.2625136697556312,0.0,0.0,0.0,-0.6409358519606783,0.0,-0.7411078648673044,0.0,0.0,0.0,0.0
25,5.866,0.888238520265778,0.6652122695163551,0.4410769305837608,-0.1914365545972708,0.0,-0.0527377723847185,0.1202806330728664,0.0,0.6931471805599453,0.2556784107483933,-0.8137900309552711,-0.6301575393848465,0.3421219129091751,0.4689490782803918,0.3849716724249203,0.5931177153544281,0.3752641202926862,-0.5,0.1161630773072024,0.4198303209640633,-0.0510876201392105,0.0,0.0,0.0,0.0,-0.0875741958181335,0.5328057123152102,0.0,0.0,0.4070045205326457,0.0,0.3071578938412115,0.2198977092900834,0.2350459864170418,0.0,0.4350551898095645,2.465761922487166,0.0212369709188402,-0.316985610441845,-0.056105847149231,0.0,0.678236415372493,0.0,0.0,0.2286114861907786,0.0,0.0,0.0,0.0,-0.0400782334585198,0.0,0.0,0.0333333333333333,0.5086444490930256,0.0,0.0,1.0986122886681096,0.3590641480393217,0.0,-0.7411078648673044,0.0,0.0,0.0,0.0
26,3.358,-0.3728456539359432,-0.108229435957688,-0.7463028892483905,0.4832619108156282,0.0,0.2004952529460121,-0.0520293783846533,0.0,0.0,0.1051037904192079,-0.7941991855469335,0.354794580998191,0.1811226483199064,0.0902363373658944,0.0066078041830706,-0.227087897481255,-0.5896063072793573,0.5,0.8482533535322935,-0.6933137764891898,-0.0742265721459819,0.0,0.0,0.10546123058187,0.0,0.292098525208176,0.7222090159923763,0.2748499107917473,0.0,-0.4213335183792399,0.0,0.525198465970259,0.0313016401220628,-0.5440712504405576,0.0,-1.866884820423462,0.0,-0.0423800001691031,-0.1849617808131216,0.6407082638151264,0.0,0.7944474003866888,0.0,0.0,0.3541804575176506,-0.6309297535714575,0.0,0.0,0.0,-0.0400782334585198,0.0,0.0,-0.2666666666666666,1.4886961281735878,0.0,0.0,0.0,-0.6409358519606783,0.0,0.4163998384035134,0.0,0.0,0.0,0.0
27,4.086,-0.0325669661274431,0.3897197407757025,0.4560714199193189,-0.8594828970103445,0.0,-0.0431230858743501,-0.8438608140068411,0.0,0.0,-1.0170931116574242,0.0098962779368393,0.1309418263656822,-0.580103689330401,-0.0350887769629694,-2.3301352854049933,-0.0206881173758566,-0.1623417252512372,-1.0,-0.5396638113698372,0.215640568238047,-1.6793198761408703,0.0,0.0,0.0988431527112548,0.0,-1.043688187487477,0.2440446315079119,-0.7414007471613159,0.0,0.4100432220994049,0.0,-0.8459018953004354,0.4041350713040708,-2.061443426655168,0.0,0.2297368043453025,0.0,-0.7382844369857693,0.0918637071662054,-1.9357444506813328,0.0,0.5184165711653926,0.0,7.796836109419115,-0.0188205052677526,0.3690702464285425,0.0,0.0,0.0,0.0265981500378557,0.0,0.0,0.2666666666666668,0.0,0.0,0.0,0.0,-0.03546017812375,0.0,-0.7411078648673044,1.0493784257484704,0.6931471805599453,0.0,0.0
28,3.886,-0.1609905017060041,0.4742845724643142,0.3081470678169446,0.7617450018821066,0.0,0.1785347715389924,0.8204570632497044,0.0,0.0,0.6207809826500621,-1.342840639195291,0.5326331582895728,0.98706763117746,0.5287677342072322,0.618023666805072,0.580047533198547,-0.6483445346677312,1.5,1.692722445973379,0.5295541494162936,0.7500454969325798,0.0,0.0,0.2409032513532974,0.0,1.0181968360476723,-0.5639808327330303,0.5287083460435891,1.3280706184036437,-0.5476578733540448,0.0,0.365911636765366,0.1661896809255831,1.1076317994494538,0.0,-1.866884820423462,2.465373031142561,-0.7382844369857693,-0.4101930501507448,0.9884832997934564,0.0,-0.3608607122798452,0.0,0.0,0.1759360177957784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205128205128205,0.7354043169700536,0.0,0.0,0.0,0.2627699011142422,0.0,0.5382557760705959,0.0,0.0,0.0,0.0
