ID,embed_pca_0,embed_pca_1,embed_pca_2,embed_pca_3,embed_pca_4,embed_pca_5,embed_pca_6,embed_pca_7,embed_pca_8,embed_pca_9,embed_pca_10,embed_pca_11,embed_pca_12,embed_pca_13,embed_pca_14,embed_pca_15,embed_pca_16,embed_pca_17,embed_pca_18,embed_pca_19,embed_pca_20,embed_pca_21,embed_pca_22,embed_pca_23,embed_pca_24,embed_pca_25,embed_pca_26,embed_pca_27,embed_pca_28,embed_pca_29,embed_pca_30,embed_pca_31,embed_pca_32,embed_pca_33,embed_pca_34,embed_pca_35,embed_pca_36,embed_pca_37,embed_pca_38,embed_pca_39,embed_pca_40,embed_pca_41,embed_pca_42,embed_pca_43,embed_pca_44,embed_pca_45,embed_pca_46,embed_pca_47,embed_pca_48,embed_pca_49,embed_pca_50,embed_pca_51,embed_pca_52,embed_pca_53,embed_pca_54,embed_pca_55,embed_pca_56,embed_pca_57,embed_pca_58,embed_pca_59,embed_pca_60,embed_pca_61,embed_pca_62,embed_pca_63,embed_pca_64,embed_pca_65,embed_pca_66,embed_pca_67,embed_pca_68,embed_pca_69,embed_pca_70,embed_pca_71,embed_pca_72,embed_pca_73,embed_pca_74,embed_pca_75,embed_pca_76,embed_pca_77,embed_pca_78,embed_pca_79,embed_pca_80,embed_pca_81,embed_pca_82,embed_pca_83,embed_pca_84,embed_pca_85,embed_pca_86,embed_pca_87,embed_pca_88,embed_pca_89,embed_pca_90,embed_pca_91,embed_pca_92,embed_pca_93,embed_pca_94,embed_pca_95,embed_pca_96,embed_pca_97,embed_pca_98,embed_pca_99,embed_pca_100,embed_pca_101,embed_pca_102,embed_pca_103,embed_pca_104,embed_pca_105,embed_pca_106,embed_pca_107,embed_pca_108,embed_pca_109,embed_pca_110,embed_pca_111,embed_pca_112,embed_pca_113,embed_pca_114,embed_pca_115,embed_pca_116,embed_pca_117,embed_pca_118,embed_pca_119,embed_pca_120,embed_pca_121,embed_pca_122,embed_pca_123,embed_pca_124,embed_pca_125,embed_pca_126,embed_pca_127
684,-0.2832496,-1.9332148,0.55485195,-0.2590541,1.9288348,-0.28025013,1.3746715,-0.36690792,-1.0042843,0.5872735,0.79424644,-2.4797933,-2.1092968,-0.38503942,-0.12139191,1.1691698,-0.6453169,-0.63308835,-0.40282202,-0.45201498,-0.7019151,-0.19201054,-0.33400866,0.23358819,0.041877057,0.11794626,-0.6922437,0.60498834,0.21233277,0.056677163,0.16385664,0.11750938,-0.7600844,0.76990783,1.3891108,-0.668135,1.0861665,0.15555191,1.1019962,0.22312118,0.7838432,-1.1210024,0.09516668,-0.022512328,-0.85377413,0.23450188,0.6488234,-0.18001178,-1.007669,-0.80612695,-0.4770703,0.25616792,-0.21004555,1.3334547,-1.5441961,-0.40705734,-0.12870628,1.0880953,1.023466,-0.6241544,0.34130043,-0.55714417,-0.013198363,-0.22296935,-0.0061518475,-0.34632388,0.6700486,0.15375972,-0.14518803,-1.0983416,1.536047,-0.18994099,0.39716268,-1.0921097,0.0534193,0.96713006,1.1829901,2.2039323,0.16310817,2.1204212,-0.9031872,-0.13225079,-0.8429594,0.11521545,0.34295753,-1.2504785,0.3804821,-1.5530121,1.4364847,0.7903293,1.6407435,0.109969996,-0.28805876,1.4376475,0.97118753,1.6411822,0.6264474,0.4027266,-0.21499984,0.31572855,-1.2923284,-0.89741683,0.06842681,0.25003862,-0.44728935,-0.57811576,1.3966545,0.01990465,0.3186302,0.21544515,-0.28593987,0.3515504,-1.7744781,0.8086241,0.7208323,-1.044676,-0.757213,0.18260768,0.36290866,-0.5396067,-0.055569038,-0.77115816,-1.0086598,-1.0234123,-0.5894434,-0.4923335,-0.764476,0.06710715
685,0.21282,0.03809162,0.5448149,0.11931056,-1.2134109,-1.0384089,0.082324624,0.27262077,2.3735135,-0.7703333,-0.8760586,-0.10748919,-1.0534607,-2.3840802,-2.4546967,0.5162442,-2.722595,-3.2280686,-2.6926222,-0.14495601,-0.98466176,-0.7866803,2.0852122,1.6802027,-0.56378704,-0.788032,-1.0532547,0.04750134,0.9726685,-0.47155976,-0.92895937,0.4461935,0.35895464,0.3748574,-1.3201293,-0.216274,2.08066,-1.6283607,-1.0076466,-3.2837512,-2.183464,-1.2874644,-1.3397994,-0.09483837,0.2023234,1.163575,4.4761634,1.8556672,1.3328574,0.9991516,0.61963683,-1.7465575,-1.4394231,-1.1035924,-2.2257187,-0.33153442,-1.1024344,-0.08095317,-2.3871002,0.9611682,3.257034,0.60666126,3.2574773,-1.6329888,-0.3323161,1.1655627,0.6070473,1.5287999,0.62961775,-0.689579,1.0401803,-0.014895191,-0.045751814,-1.2154346,0.17481287,-0.37732282,-1.270193,-1.4419965,-2.505045,0.82744646,0.7823611,-2.6159494,-0.69507736,1.2422781,0.2827956,-2.9681697,-0.00038999543,1.4215324,-0.9064172,0.6524417,-0.79960954,0.028469954,-2.505294,0.19593678,-1.5019863,-0.08134465,0.845515,0.30522797,1.202976,0.37912136,0.42488086,0.015736084,2.3531048,-1.5083697,0.43319485,-2.7853234,1.5540001,2.1079662,-0.039090846,-0.29561576,2.784442,0.4949715,0.68839264,-0.3773068,0.75815797,0.54085094,-0.40121934,-0.6487819,-0.58081985,-2.1874542,-1.3846124,0.7843168,0.12229865,0.514195,-0.6174127,0.6531297,-2.5065062,0.10297508
686,0.22184883,0.22598359,-0.69271857,0.94154906,0.22815001,0.25771353,-0.030964185,0.53492177,-1.8130305,-0.8004666,0.60678554,-0.80048686,-0.6662786,0.4484612,-0.49241546,-0.5662057,0.119810425,-0.22707383,0.1888077,-0.13826486,-0.004830433,0.53805196,-0.10846206,-0.35102344,0.006514903,0.062950626,0.25682238,0.061644416,0.27366716,-0.2441389,-0.3335457,-0.051745087,-0.1917769,-0.063654505,-0.1808932,0.4981539,-0.18497495,0.3852566,-0.16662963,-0.28844377,-0.12415532,0.47819877,-0.20814505,0.7427741,0.7075818,0.61494035,-0.17373352,-0.15107463,0.24075904,-0.118903,0.29660517,0.16461761,0.21170013,-0.12344703,0.057416506,0.7436139,0.26282704,0.5530511,0.82666576,0.38079897,0.31683332,0.08898692,0.24435933,-0.34781426,0.05466454,0.61071354,-0.3090541,-0.107458174,-0.60747564,-0.29882166,-0.15087341,-0.1750059,-0.086312585,-0.519389,-0.16805544,0.0050733536,-0.83481604,-0.363231,0.8113842,-0.35978785,-0.41792622,-0.8297824,-0.3239666,0.1395436,0.049350478,0.06968623,-0.21843886,-0.12626511,0.4597332,-0.15430586,-0.31977877,-0.8851514,1.0313958,-0.09768808,0.26843178,-0.346501,-0.011597894,-0.13170166,0.25172904,-0.5347287,0.45012164,0.33946583,0.029868124,0.05677992,-0.49648735,-0.9684282,0.03806431,0.44267464,-0.25153682,0.6367823,0.02075678,-0.22983445,0.279866,0.19506842,0.44790092,-0.31527004,-0.17748047,-0.5123387,0.45499223,0.62789243,-0.004501583,-0.4685394,-0.25764963,-0.67633903,0.6653887,-0.6720188,-0.89974564,0.26229802
687,0.78252673,-0.5134564,-2.1483421,0.91335595,0.033830803,1.0357842,-1.2597802,-1.0876186,-0.4213969,0.61188847,-0.7195778,1.3285297,0.26437274,0.34782743,-0.72855014,-0.23046458,-0.56209314,-0.9226927,0.5663707,-0.058284584,0.96308106,-0.13392404,-0.12197542,-0.78923905,0.31168818,0.034504805,0.39949322,-1.0680315,-0.5548275,-0.62018305,-0.41885418,0.6939992,1.5068043,-0.2701244,-1.1695594,1.1566542,-0.9661006,0.19194879,0.29269087,-1.0111831,-0.26304513,-0.38757816,0.28807858,-0.38680133,0.008171509,-0.14935999,-0.051913302,0.8433749,0.11936397,-0.35996363,0.7382629,-0.2863335,-0.11799763,-1.0903947,-0.012403356,0.36615512,0.34146336,0.8364488,-0.62940973,-0.20206077,0.300041,0.12084707,-0.34675103,0.61003464,-0.014005546,-0.017709723,-0.36847654,0.41645476,-0.4087276,0.09526626,-0.40540758,-0.28220573,-0.6291012,-0.46266508,0.97447133,0.07072349,-0.17472203,0.7036628,-0.19207583,0.4330914,-0.92855483,-0.95040417,0.13480268,-0.0017915266,0.07311142,0.25146833,0.16229944,-0.7292663,0.18255268,-1.7252748,-0.37943968,0.8368347,1.2238255,1.6480736,-0.727876,-0.04470409,0.13159755,-1.2025361,-0.5928621,0.26915523,-0.40467492,1.6995552,-1.239191,-0.8849153,0.66822743,-0.2720361,0.66230065,-0.5972945,0.38219061,-0.12595008,0.35257092,-0.5179007,-0.9269963,1.3969709,-0.791248,0.550095,0.25162217,1.2525313,1.1970242,1.2861012,0.6555112,-0.99240047,0.68219244,0.95137256,0.09811348,-0.49931484,0.05679621,-0.10518511
688,-1.1332988,-0.59487915,-0.64313835,-1.7622068,0.7602132,0.71036696,-0.04536377,-1.6796243,0.5444842,-0.570846,-0.3836283,-0.08817549,0.29539448,-0.23874979,-0.115966484,0.9650921,-0.25424004,0.031141177,-0.079127185,-0.2631938,0.75800216,0.045202423,-0.40821457,0.06002179,0.13994981,0.08416532,-0.7820665,-0.20918415,0.34152693,0.122391544,0.4268124,0.14698148,0.075173244,-0.019447027,1.2563423,-0.12989071,0.05363619,-0.16610013,-0.11936816,0.2539221,0.06524326,0.7386109,-0.42948937,0.4312843,0.24909554,0.4335017,-0.19216041,-0.49035,0.035349432,0.48272917,-0.11519257,0.41012746,0.40191528,0.34366244,0.28962535,0.27771792,0.05229683,0.3365417,0.5563077,0.3367151,1.4683229,-0.4892105,-0.20462434,-0.45788568,-0.18322478,0.42966357,0.05851202,-0.045635037,0.49078116,-0.4269112,-0.01783974,-0.08145802,0.14936718,-0.22199446,-0.38474843,-0.115591206,1.0391047,0.7897082,0.9054559,0.19652098,0.20133653,-1.2809352,-0.4468373,-0.50436103,0.5267982,-0.021733973,-0.21369126,0.21762416,0.2011122,-0.2727735,0.36790088,-0.25231272,-0.07669754,-0.6157911,-0.19768536,-0.0875364,-0.27036247,0.4096286,0.12530994,-0.25819838,0.47330692,-0.53572714,0.49038014,0.10545944,-0.71654826,0.9749707,0.14522912,0.5327415,0.4033791,0.6475724,0.055854384,-1.234922,0.7256758,0.28303924,0.25854015,-0.5322588,0.37200993,-0.41082478,0.08665873,0.54945856,0.24871182,-0.60103124,0.72143424,-0.11379301,-0.5378593,0.14081977,-0.7350215,0.42160323
689,-0.89898646,-0.61838794,0.30647138,0.69045603,-0.06202731,-3.095494,-0.26668286,0.7834437,-0.22458567,0.30594486,-1.1016651,0.34186822,-0.5728255,0.61441845,0.04112828,0.44733292,0.8520306,0.61631507,1.4632342,0.5592519,-0.4389295,0.6068474,-0.2685735,0.92131853,1.129208,-0.92468214,-0.6494899,0.7212039,2.1492033,-1.0862225,1.2566379,0.8904395,2.3414788,-0.5932498,4.0051064,-0.05005506,-1.080927,-0.91241854,0.6987781,0.5765677,0.18026514,-0.9163526,0.4389398,-0.09579391,0.42616898,0.4564163,1.4596637,-1.1389518,0.571991,-1.4999987,-0.59263647,-0.7658132,0.66676366,-1.5934197,0.41714343,-0.35042724,-1.2422284,1.7168899,2.1814904,-2.0481076,-0.8497907,0.10295335,0.54896927,-1.1006874,-1.4366049,1.0299871,1.1672586,-2.0753536,0.44500446,-0.2519824,-0.7808396,-2.8821595,-1.402732,0.36385027,0.4786426,0.406434,0.9523646,-1.0955493,1.2505996,-0.43536618,-0.94902736,-1.5587859,-0.48186335,0.03961592,0.75411075,2.5439754,2.4364777,1.3633862,-0.5986924,0.8453629,0.9832414,0.7187415,0.87570596,0.67579275,-0.019043474,0.23902738,0.04515528,-1.5000502,1.1162263,0.7714291,-0.15991887,-0.25926274,1.3536348,1.205501,-0.09286525,-0.6981406,0.37302628,-0.4523357,1.0056679,-0.55744886,1.617437,0.24057788,0.54262745,1.4762511,2.018706,-0.42625192,0.55469525,0.8690738,0.06372868,-0.070936985,1.1618083,-0.12166525,0.19456622,-0.24780901,-0.18161145,1.4089508,-1.2364384,0.40249318
690,0.13568494,1.0871373,-0.57348734,-0.061461914,1.6329118,-0.316804,0.1851808,-1.3580794,0.02572101,-1.4458336,0.64577913,-0.6074626,-0.26382986,0.033318713,-0.5418858,-0.79124427,0.5039256,-0.48585138,0.47927853,0.2868436,-0.28661528,0.81301296,0.12405368,0.024205128,0.5391117,-0.74602056,0.5622337,-0.52721304,0.46732995,-0.2723561,-0.33764184,-0.0928117,-0.50436074,-0.15584931,0.10231135,0.03429808,-0.047970515,-0.20609882,0.7653087,-0.24755158,0.012356545,-0.19551587,-0.28153995,0.45563385,0.1063192,-0.35491338,0.2445728,-0.33669105,-0.27184588,0.87884736,-0.06109057,0.06693822,-0.09588338,-0.88393164,0.07527817,-0.39765334,0.53540266,-0.12678416,0.0026880584,-0.06533712,-0.26928067,-0.18746684,0.5215606,0.04303246,-0.42410758,0.34919977,0.007163054,0.44185218,0.52173865,0.99515843,-0.09416845,-0.27110553,-1.3994006,-0.09529256,0.31680405,-0.09913178,-0.10540302,-0.8330231,0.526328,-0.81726754,0.083409324,-1.373114,-0.61564636,0.08131672,0.8736373,1.0027632,-0.091135465,-0.5337657,0.8057619,-0.7608018,-0.096549384,-0.8544937,0.31707585,-1.2228599,0.2888712,-0.7896759,-0.14317775,-0.13901761,-0.48320612,-0.13809249,-0.21388684,0.04456627,-0.55977416,-0.0760751,-0.60892314,-0.15709902,-1.2117271,-0.076089956,-0.052542757,0.027159363,0.1406624,-1.1081997,0.20566732,1.1136929,-0.43880612,-1.4165506,-0.1421109,-0.4743733,-0.4540357,0.19524501,0.4159,-1.1643803,0.8474734,0.67740595,0.41034418,-0.5717219,-0.5793915,-0.87501776
691,-0.10703395,-2.5819392,2.006231,-1.4883733,2.9012914,-1.7856252,-0.52707034,-0.69643486,-1.143618,0.729041,-0.9056433,-0.09311843,-0.37925872,-0.116287306,-0.9640052,0.7181685,3.1125808,-1.994235,0.23446617,0.124489926,-1.3067057,-0.00764036,0.9024834,0.3171018,3.3582346,-3.2337897,-0.17860408,-2.0987122,2.2889724,1.2995523,-2.0300567,-1.435274,-0.34711727,-0.41556722,-0.92896605,0.31984192,-1.8631172,0.52061355,0.39536265,-0.9405169,0.08922152,0.78991383,-0.75134104,0.16725129,0.6364075,0.41592,1.2565796,-1.6342837,0.20998491,1.346451,-2.4877722,0.65376157,-0.59956086,0.40687063,-1.3722365,-0.0099918395,-1.7907609,0.4963561,2.180199,6.488722,-2.616136,2.265808,0.3995918,1.1879983,1.9293553,-1.9777229,-2.7855859,0.20531985,4.274455,-2.5655966,1.6813387,-0.5002144,2.0856402,-2.756504,-1.9276149,-1.6905042,0.23158054,-0.8499972,-0.57040006,-0.47041124,-1.9343094,1.445858,3.2766106,0.37183565,0.8523619,-0.3111577,0.2669688,3.7422006,-4.8226056,-2.179449,1.3074342,0.61360204,0.37873712,1.2432333,1.7227123,-1.9441258,-3.3494208,-0.34236252,-1.8318274,-0.4061882,-3.0869744,-2.4776623,-0.061544165,-1.1877687,1.6456231,-1.1293613,-1.4783856,-2.2494662,-3.604486,1.6381427,-1.9031594,-0.31626353,-2.8066971,0.52064943,2.797607,0.55860215,-0.08471671,0.7247559,-0.27182388,0.9483992,-0.89719933,0.6425159,-0.8187146,-0.5802095,-0.32592356,0.43358064,2.5878987,-1.7337389
692,0.04897914,0.7702565,-0.44784984,0.4426219,2.0539143,-0.87832046,-0.3785517,-0.074032634,-1.3588338,-0.42388347,0.23623289,-0.09704946,-0.41307905,-0.004215896,-0.11003679,-0.25169614,0.07332562,-0.21516986,0.018365767,0.108618625,-0.037005175,0.08828719,-0.036359824,0.027780259,-0.087709576,-0.51564974,-0.47649455,-0.3843569,-0.43464857,0.26357332,-0.16997527,-0.039948437,0.65129966,0.117033236,0.14970028,-0.29237008,0.3316348,-0.12687609,0.44745916,-0.090174094,0.10966551,-0.62457037,0.34870887,-0.13759851,-0.843513,-0.26715943,-0.16065533,0.11485649,-0.3618112,0.1081388,0.12781674,0.2569495,-0.34000432,-0.45750418,-0.04531042,-0.12840149,-0.27489704,-0.69964576,-0.40785354,-0.725472,-0.37777266,-0.48620918,0.3352698,0.4828085,-0.39410567,-0.55607224,-0.12717846,0.3526198,0.47517845,0.41582003,-0.13909811,-0.6376311,-0.77552015,0.31893033,0.4340762,0.4270774,0.3419429,-0.32026717,-0.55164826,-0.42745912,0.43306708,0.13545406,-0.114004456,-0.34585452,-0.09594258,-0.63642323,0.33260348,0.22216544,-0.07707062,-0.2549185,0.123300195,-1.0224863,-0.0032401455,-0.12159339,0.7250603,0.0646725,0.05838078,-0.50409555,0.6439428,-0.41809338,0.24400893,0.5231069,-0.06147766,-0.5366409,0.068787225,0.12559393,-0.5746057,0.4839481,0.2334104,-0.64318025,-0.5692904,0.03799576,-0.2695039,0.7134809,-0.42337015,0.32439992,0.28530654,-0.8088266,0.076328486,-0.08317608,-0.9639909,0.27958977,-0.4083946,0.55913645,-0.022448318,-0.32874104,-0.366034,0.5440015
693,-1.3372519,0.70050627,0.42783588,-0.26832065,-0.5218131,-0.53028595,0.4408256,0.030562334,0.3476274,0.720003,0.7222036,1.3293014,-0.34660497,-0.57190603,-0.8542993,-0.22316451,0.29240268,-1.2299876,0.16576308,0.94047064,-0.53106767,0.42938355,-2.5524576,0.17156094,-0.66989726,-2.497944,1.2813231,4.4795136,-3.492038,0.48840007,0.2594991,0.57791597,1.3103958,0.053191096,-0.8131434,1.0621485,0.30565712,0.5300317,-1.258039,0.80014646,1.0273932,0.34478083,-0.4809914,-0.19633289,-0.23989205,0.4922646,-0.102919266,1.2913713,2.4710176,-0.10783351,1.9842274,2.0582416,1.5568639,-0.88428,-0.24838,0.74340004,0.18353237,1.2446479,1.3605008,0.95060855,0.10197954,-0.004076604,0.6398275,0.4241166,-0.7696989,1.2326671,-1.5475953,-0.3181705,-0.5846463,1.5365362,0.40743864,0.31878588,0.04197489,-0.32975423,-0.23553336,-1.054666,0.27936825,-0.4757307,-1.4026392,1.0264965,0.44945452,-0.8927088,1.7445596,1.9251295,-2.1190324,-0.40870848,-0.4893474,0.78572035,-1.0858186,-0.7245763,-0.34563538,-0.115517795,-0.5482151,1.3918062,-0.17000714,1.1314154,-0.68187344,0.7631572,0.62322396,-0.643251,-0.27235028,-0.32773453,-0.21638066,-0.18768007,-0.6406288,-1.9394691,-0.5487671,1.051484,0.7953342,0.56655294,-0.15591693,-0.02658528,0.9568938,0.26671252,0.34480786,-0.41690657,-0.2538495,0.1591169,-1.8502859,-0.4211814,0.9503271,-0.5810988,-0.96104634,1.4448085,0.33801994,0.95429605,0.10621376,-1.620398
694,-0.35829234,1.1648933,0.6405576,1.736588,-0.9417451,-1.0312698,-0.59413886,-0.7542947,-0.46466407,-1.822785,1.3115051,1.9486291,-0.2331238,-0.08539756,-0.35481843,3.6254494,1.2493476,1.5874861,-0.19689919,0.80813324,0.22331437,0.7461864,-0.1734351,0.7909805,-2.4667754,1.706616,1.5777674,-0.20394327,0.48105007,-0.727279,1.7608192,-1.5708025,-0.2797255,-0.07685868,-1.7614214,3.279297,-1.123544,-3.1395493,-2.913396,1.3098035,0.58380383,-1.7590344,-0.6831521,-2.284776,0.15232857,0.011000719,-0.2645107,-1.843799,-1.0844303,0.11177667,0.17489457,-0.87681454,-0.40335912,1.0394769,0.83816934,-2.0604248,1.2804253,-0.57294595,-0.9850186,-0.05259552,0.6784542,-2.8959713,-1.1957312,-0.83254796,-0.4349054,-0.8197858,-2.248917,-2.0133727,2.019794,-2.8013444,0.38576624,0.007643735,0.14348798,0.6774239,-0.19138376,1.2374775,-0.92930037,0.5006709,1.7314876,0.6127177,3.4969344,0.35443127,0.38483533,0.7766825,1.0091757,-2.3723567,-1.4458182,-0.33917722,0.35158128,-0.7073195,0.08978111,1.4717821,0.87250286,-0.28609598,0.030205334,-0.13898507,-1.3613088,-0.00957041,-0.40999603,0.05887891,0.8935829,0.5110444,-1.9836756,-2.8612251,-0.97302186,1.6554275,1.5387151,0.6431954,-0.3657794,-0.7973242,0.7790731,-2.8813214,0.068679914,-0.4788899,-0.41763854,1.0434788,-0.24367708,-2.6575859,-2.3543367,0.6809452,-1.3579141,-1.6907911,1.0476542,-0.76817966,-0.43159086,-0.4287297,0.9479991,-0.03738828
695,0.62760884,-0.43997705,-1.3838366,1.1061862,-0.6763492,-0.42395025,-2.1373572,-0.45199743,0.40685722,0.32246897,-0.79303163,0.6213424,-0.34402975,0.648464,0.08079986,-1.069364,-0.28504384,-0.5860069,-0.43633813,0.6412397,0.58292586,-0.6151613,0.15857647,-0.7971451,1.4034923,-0.7867883,0.6535681,-1.3119707,0.0036635976,0.016524568,-0.787043,1.0136427,1.660439,-0.5631312,-1.8982321,0.9523962,0.009095218,0.5803334,0.13174124,-0.31637794,0.14186698,-0.4821088,0.19480385,-0.046050336,-0.20689556,-0.2094064,0.3959339,0.1701784,-0.4928338,0.20035231,-0.26257876,-0.13457996,0.21474016,-0.6786357,-0.36978072,0.69955516,-0.7585964,-0.54698515,-0.6231565,-0.55718315,-0.12604119,-0.50144327,-0.45525667,-0.21249518,0.182493,0.35697943,-1.2466326,-0.5574426,-0.330121,0.35498345,-0.06408627,-0.6343364,-0.63859254,-0.28891435,1.6163927,-0.3627138,0.38947496,1.0058756,-0.94931245,0.8822108,0.08583808,-0.83481663,0.13327926,-0.97491246,-0.19119544,0.06549751,0.7097422,-0.89691603,-0.16573992,-0.90640527,1.4820787,0.24515332,0.4445341,1.1329122,0.37307692,0.33132786,0.21418242,-0.6170785,0.46192715,-0.42649588,-0.3457671,1.1366056,-1.111443,-0.19358395,0.93006384,0.39858836,-0.92102665,-0.0069873044,0.16879776,-1.0948644,-0.40325984,0.6337758,-0.21056412,-1.808643,-0.042115185,-0.25761256,-0.5620249,0.30306756,0.6021483,1.3519298,0.61703956,-1.0454954,0.9201864,1.8744576,0.6832007,-0.37489322,-0.1312125,0.07145875
696,1.2370547,-3.192306,-1.3944572,0.9048882,1.6664662,1.4404085,-0.17301211,-0.29272842,-1.0316372,-2.2440739,1.161956,-1.9150711,-1.6405392,-0.5472272,-0.63522166,0.036223006,-0.06795963,0.28555223,0.33918318,-0.5533642,-0.5855093,1.170978,-0.7809946,0.10621281,-0.50171393,0.40254092,-0.26321968,0.48115283,-1.1496823,-0.12979783,0.6415889,-1.1815331,-0.2991649,0.12076915,1.1040157,-0.72818017,0.48108062,-0.22542152,-0.6517871,0.34049457,0.7496756,-1.3545328,1.2285572,-1.4792609,-0.93996763,-1.225872,1.090444,1.0040022,-0.39989978,0.38210863,0.586222,-0.53882253,-1.1581064,-0.117082715,-1.0670139,-1.7684845,-0.6756119,-1.2333152,0.37610176,-1.2734987,-2.0704288,1.0342184,0.5771302,2.1450412,-0.6348187,0.09385898,-0.092830285,-1.071108,-0.9301569,0.21683809,1.7621316,-1.0112772,1.393604,-1.8360869,0.33995005,0.58071434,-2.494766,0.081878886,-0.7301988,0.031139879,-1.4177388,1.2924873,-0.6538158,0.71891886,-0.31972224,-0.5662401,1.4040511,-1.1750641,-0.18716237,-0.2646919,1.5678337,-0.8163464,-0.577562,-0.33926177,-0.8403042,-0.7027314,-0.026626155,0.64693505,-0.3426611,-0.51408815,-1.9695095,1.0593804,-0.81292236,-0.6124845,0.33768138,-1.1131217,2.7819057,-0.18004744,-0.6117023,-0.6375089,-2.4986138,1.7667723,-0.3329093,-0.30868188,-1.2683632,-1.41641,0.15461577,0.19410866,-2.127958,1.7888974,-1.7354532,-0.5379583,-0.7938088,2.1086788,-0.7066078,-0.0073653874,-0.12095511,1.6097753
697,0.21178436,0.58819675,-0.9304973,0.9968921,0.77127427,1.033951,-1.2344842,0.066165544,-0.13005926,0.18357813,-0.13804077,-0.27454913,-0.4293439,0.8130584,-0.13952895,-0.039173424,0.05952109,-0.2010731,-0.24065098,0.35732377,0.1976486,0.25893873,-0.08354906,-0.045741227,-0.1909018,0.14456977,0.19225775,0.045142002,0.28948292,-0.07822035,-0.25945768,-0.121287964,0.186734,0.08173315,-0.13562119,-0.0033598992,-0.2502239,0.4557066,-0.13139655,-0.41588813,0.16063677,0.30938748,-0.3505508,1.030485,0.55755097,0.40727752,0.102281846,-0.35026377,0.12879048,0.25558603,-0.2241858,0.42030275,0.79374063,-0.095731765,-0.10488704,0.43655318,0.85202414,0.6105377,-0.07369746,-0.022101892,0.58925855,0.10808154,-0.00396676,-0.14293128,0.54299307,0.025790012,-0.3414081,1.0996232,-0.525196,-0.74215114,-0.7037613,0.43933535,-0.28393587,0.43189824,0.032314416,0.22980198,0.16159812,0.010305756,0.021812938,-0.32429513,0.23301552,-0.43448368,0.41716757,0.20839906,-0.13705903,-0.68274236,1.344634,0.4815569,0.032588445,-0.3977667,-0.395623,-0.6502786,-0.24924734,0.23298785,-0.35021538,0.8615205,-0.9353239,-1.6379848,0.8978161,-0.42659456,-0.19516681,1.6190406,0.19898044,0.29160473,-0.19031924,-0.119601674,-0.9037589,-0.53021914,-0.42916217,-0.4345683,-0.16514169,-0.517429,0.8701431,-0.008826357,-0.7484562,0.20844355,0.44018078,0.3229448,0.25696138,-0.14320914,-0.21062596,-0.13751674,-0.044454783,-0.4826142,0.69706315,-0.28794587,-0.4396111,-0.48530886
698,0.6788081,-0.39988792,-1.2896591,-0.39306027,1.2053128,-1.107684,0.74331445,0.64234465,-0.31831387,-0.028409628,-1.0887753,2.1963365,0.36621296,0.042613856,0.30880818,0.7402224,-0.9659808,-0.32265678,-0.7421358,-1.1937228,0.88163257,-1.0773227,0.36868566,-0.51882404,-1.0199841,1.20252,3.1410367,-0.08752137,-0.95950145,0.39168805,0.5580206,0.78541034,0.35895967,-1.8895285,0.8941637,-0.2765805,-1.2919984,0.5915084,0.20505099,-0.9851248,-0.90564644,0.1514618,0.7046089,-0.75965077,-0.49889743,-0.50548756,-0.16265813,0.94915146,0.104927324,-0.74723977,0.36446315,-0.27789336,0.48784336,0.75664264,-0.2593807,0.82673544,-0.96324563,-0.6365921,0.096225284,-0.12079108,0.47515684,-0.6684067,-0.33943075,-1.5500556,0.6492524,-0.009292353,0.44317824,0.015962904,0.032297242,-1.2139649,-0.18064806,-0.032165635,0.3951294,-0.20907508,-1.6592716,0.031687897,-0.96283925,-0.25429195,-0.632767,0.7478888,0.23622721,-0.18698722,-0.34050724,-0.8150525,-0.53500783,0.27595323,-0.43557322,1.1573806,0.60458374,1.456156,1.3292704,-0.015977973,-0.8402495,-0.6667471,0.579797,0.6786374,-0.35991928,0.71250075,-0.097236246,-0.37454024,0.6717982,-0.9162887,0.41136506,0.48781002,0.24387372,0.2597156,1.1328405,0.031615663,0.2936799,-0.60409915,-0.95213807,-0.4212168,-0.63401324,0.02917966,1.2287393,-0.68550825,-0.38971087,0.36702582,-0.3562471,0.5433557,0.21565527,0.45187056,-0.048218515,-0.2074616,0.19091769,-0.29940334,0.6475443,-0.7773548
